id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1512468330921275403,1512420796035182603,2022-04-09 00:32:05 Malay Peninsula Standard Time,2022-04-09,00:32:05,+0800,3693776658,stoopsluna,LunaStoops 🇺🇲,,@tati12020 Graciias mi bella Taty igualmente y Muackkk Muackkk 😘😘😘😘😘😘😘,es,[],[],[],0,0,0,[],[],https://twitter.com/StoopsLuna/status/1512468330921275403,False,,0,,,,,,,,"[{'screen_name': 'tati12020', 'name': '👑 Tati Pineda 💅', 'id': '1242992381718409216'}]",,,,
1512468322310410243,1512445487714127874,2022-04-09 00:32:02 Malay Peninsula Standard Time,2022-04-09,00:32:02,+0800,767046096082309120,rapl32797289,Abre_Brecha 🇻🇪,,"@Bellav2121 Por eso NO las doy, suena duro, pero es así, quizás te la hagan peor, feliz día mi niña bella! 🥰",es,[],[],[],0,0,0,[],[],https://twitter.com/Rapl32797289/status/1512468322310410243,False,,0,,,,,,,,"[{'screen_name': 'Bellav2121', 'name': 'Barbara', 'id': '976289534685085702'}]",,,,
1512468319173025800,1512434133657604113,2022-04-09 00:32:02 Malay Peninsula Standard Time,2022-04-09,00:32:02,+0800,850868730519314432,italianewssport,@ITALIA MIA CASA,,@Invisibile18 si bella,it,[],[],[],0,0,0,[],[],https://twitter.com/italianewssport/status/1512468319173025800,False,,0,,,,,,,,"[{'screen_name': 'Invisibile18', 'name': 'Angel', 'id': '954731292318453761'}]",,,,
1512468317331668997,1512465169183612931,2022-04-09 00:32:01 Malay Peninsula Standard Time,2022-04-09,00:32:01,+0800,1417317370188685312,rangelleidimar,👸🏽,,@Isabellitaaas Demasiado bella,es,[],[],[],0,0,0,[],[],https://twitter.com/RangelLeidimar/status/1512468317331668997,False,,0,,,,,,,,"[{'screen_name': 'Isabellitaaas', 'name': 'Isalamasviral', 'id': '1495963981642665986'}]",,,,
1512468307252809733,1512467363685351430,2022-04-09 00:31:59 Malay Peninsula Standard Time,2022-04-09,00:31:59,+0800,1447476255096557568,enzo41145587,enzo,,@curvycuba bella mia,it,[],[],[],0,0,0,[],[],https://twitter.com/enzo41145587/status/1512468307252809733,False,,0,,,,,,,,"[{'screen_name': 'curvycuba', 'name': 'CurvyCuba 🔞🏳️\u200d🌈 OnlyFans free! 😍 🇨🇺 🇮🇹', 'id': '1361766193061900288'}]",,,,
1512468279977078789,1512423659851460610,2022-04-09 00:31:52 Malay Peninsula Standard Time,2022-04-09,00:31:52,+0800,1237949206066860034,clau_00000,Soy Claudia,,@SOY_SUSY_SONRIE Felíz y bendecido viernes querida Susyy 🥰☕⚘ estupendo finde mi bella amiga 🌷😘😘  https://t.co/9mbeEYBxa0,es,[],[],['https://pbs.twimg.com/media/FP1d4jvXwAoyzqJ.jpg'],0,1,0,[],[],https://twitter.com/Clau_00000/status/1512468279977078789,False,,1,https://pbs.twimg.com/media/FP1d4jvXwAoyzqJ.jpg,,,,,,,"[{'screen_name': 'SOY_SUSY_SONRIE', 'name': 'SOY SUSY', 'id': '1190643853159780354'}]",,,,
1512468274675650564,1505169255427420160,2022-04-09 00:31:51 Malay Peninsula Standard Time,2022-04-09,00:31:51,+0800,1289548301008883713,mastar44567,فحل عنيف,,@Bella_S666 والله. كسك ده محتاج زبر زي زبري,ar,[],[],[],0,0,0,[],[],https://twitter.com/mastar44567/status/1512468274675650564,False,,0,,,,,,,,"[{'screen_name': 'Bella_S666', 'name': '🍒Bella bent diablos🍒', 'id': '1487502387573055493'}]",,,,
1512468266974863370,1512343057437532162,2022-04-09 00:31:49 Malay Peninsula Standard Time,2022-04-09,00:31:49,+0800,1347640174080045058,narcissvblvck,Narcissa,,@figliodenomade Eh ma non è mica na bella roba AHAHAHAHA,it,[],[],[],0,0,0,[],[],https://twitter.com/narcissvblvck/status/1512468266974863370,False,,0,,,,,,,,"[{'screen_name': 'figliodenomade', 'name': 'Τelemaco🌒', 'id': '1444401306819567623'}]",,,,
1512468263963447298,1512468263963447298,2022-04-09 00:31:49 Malay Peninsula Standard Time,2022-04-09,00:31:49,+0800,1293562793610936321,v1ct0r1aa__,vic👾,,la amo che bella che è vi prego. @alexias01 (non io che inizio a mettere ora le cose perché dovevo realizzare)  https://t.co/SmQU7qZTIN,it,"[{'screen_name': 'alexias01', 'name': 'alexia stefanelli.', 'id': '2831950271'}]",[],[],0,0,3,[],[],https://twitter.com/v1ct0r1aa__/status/1512468263963447298,False,,1,https://pbs.twimg.com/ext_tw_video_thumb/1512468238008999937/pu/img/kwHxb0x-iggja2JX.jpg,,,,,,,[],,,,
1512468254450671617,1512463649809522694,2022-04-09 00:31:46 Malay Peninsula Standard Time,2022-04-09,00:31:46,+0800,1365510684499410951,pent5kill,🐈‍⬛,,@tosshinyan vc chora pro hijikata te comer igual a bella com o edward?,pt,[],[],[],2,0,0,[],[],https://twitter.com/pent5kill/status/1512468254450671617,False,,0,,,,,,,,"[{'screen_name': 'tosshinyan', 'name': 'ellie', 'id': '874187863906189312'}]",,,,
1512468571766501380,1512468571766501380,2022-04-09 00:33:02 Malay Peninsula Standard Time,2022-04-09,00:33:02,+0800,1357164669849378816,chaoslifeofjane,janelifeissajoke🦋,,@dswjtj tamatkan lantikan Syed Azmi sebagai Penasihat Mahkamah Kanak-kanak WP Kuala Lumpur @RinaMohdHarun  #JusticeForBella - Sign the Petition!  https://t.co/yRobF0nzBd via @Change,in,"[{'screen_name': 'rinamohdharun', 'name': 'rina mohd harun', 'id': '49709962'}, {'screen_name': 'change', 'name': 'change.org', 'id': '15947602'}]",['https://chng.it/BRpx6FRj'],[],0,0,0,['justiceforbella'],[],https://twitter.com/chaoslifeofjane/status/1512468571766501380,False,,0,,,,,,,,[],,,,
1512468337678499841,1512468337678499841,2022-04-09 00:32:06 Malay Peninsula Standard Time,2022-04-09,00:32:06,+0800,1975062732,littlepiqa,🌼,,#JusticeForBella - Sign the Petition!  https://t.co/5U4ivmaMwg via @Change,en,"[{'screen_name': 'change', 'name': 'change.org', 'id': '15947602'}]",['https://chng.it/KKpwVjjR'],[],0,0,0,['justiceforbella'],[],https://twitter.com/littlepiqa/status/1512468337678499841,False,,0,,,,,,,,[],,,,
1512468271114559494,1512468271114559494,2022-04-09 00:31:50 Malay Peninsula Standard Time,2022-04-09,00:31:50,+0800,224486283,_ekamy,Eka My,,What the hell? Happy lagi tu. Jab lg mesti dia claim ada emotional damage utk tutup kes #Justiceforbella,in,[],[],[],0,0,0,['justiceforbella'],[],https://twitter.com/_EkaMy/status/1512468271114559494,False,https://twitter.com/nara_shahab/status/1512214473549168643,0,,,,,,,,[],,,,
1512468104743636998,1511361037303709696,2022-04-09 00:31:11 Malay Peninsula Standard Time,2022-04-09,00:31:11,+0800,1347646435,ddrwsy,.,,D7 - semoga siti bainun mukk ke tali gantung #Justiceforbella,in,[],[],[],0,0,0,['justiceforbella'],[],https://twitter.com/ddrwsy/status/1512468104743636998,False,,0,,,,,,,,[],,,,
1512467985746710533,1512467985746710533,2022-04-09 00:30:42 Malay Peninsula Standard Time,2022-04-09,00:30:42,+0800,2271260760,ud2in,𝔲𝔡𝔡𝔦𝔫 ✨,,@dswjtj tamatkan lantikan Syed Azmi sebagai Penasihat Mahkamah Kanak-kanak WP Kuala Lumpur @RinaMohdHarun  #JusticeForBella - Sign the Petition!  https://t.co/obk8i6Qeix via @Change,in,"[{'screen_name': 'rinamohdharun', 'name': 'rina mohd harun', 'id': '49709962'}, {'screen_name': 'change', 'name': 'change.org', 'id': '15947602'}]",['https://chng.it/KG8rpCbc'],[],0,0,0,['justiceforbella'],[],https://twitter.com/UD2IN/status/1512467985746710533,False,,0,,,,,,,,[],,,,
1512467253434130432,1511735489350574093,2022-04-09 00:27:48 Malay Peninsula Standard Time,2022-04-09,00:27:48,+0800,1511989099737284613,svgj11,hlwoelkd,,@0xHerrCooles @Ichigohu_nft #HelicopterCrash #Justiceforbella,und,[],[],[],0,0,0,"['helicoptercrash', 'justiceforbella']",[],https://twitter.com/Svgj11/status/1512467253434130432,False,,0,,,,,,,,"[{'screen_name': '0xHerrCooles', 'name': '0xHerrCooles | NFT Promoter \uea00', 'id': '1454814469532569601'}, {'screen_name': 'Ichigohu_nft', 'name': 'Ichigo NFT Team', 'id': '130925429'}]",,,,
1512467230298361861,1512467230298361861,2022-04-09 00:27:42 Malay Peninsula Standard Time,2022-04-09,00:27:42,+0800,621023811,frugalfliza,Selamat Ram-don,,googling pictures of dead body to make Bella cry. wtf Bainun. what is this babi behavior? #Justiceforbella  https://t.co/cyrC0tijAP,en,[],[],['https://pbs.twimg.com/media/FP1cpVOaQAA5Vcb.jpg'],0,0,0,['justiceforbella'],[],https://twitter.com/FrugalFliza/status/1512467230298361861,False,,1,https://pbs.twimg.com/media/FP1cpVOaQAA5Vcb.jpg,,,,,,,[],,,,
1512466906183499778,1512466906183499778,2022-04-09 00:26:25 Malay Peninsula Standard Time,2022-04-09,00:26:25,+0800,1353863184,abeayeh,𝘑𝘰𝘺𝘉𝘰𝘺,,@dswjtj tamatkan lantikan Syed Azmi sebagai Penasihat Mahkamah Kanak-kanak WP Kuala Lumpur @RinaMohdHarun  #JusticeForBella - Sign the Petition!  https://t.co/RKuJS0TZvg via @Change,in,"[{'screen_name': 'rinamohdharun', 'name': 'rina mohd harun', 'id': '49709962'}, {'screen_name': 'change', 'name': 'change.org', 'id': '15947602'}]",['https://chng.it/nJXw5zp9'],[],0,0,0,['justiceforbella'],[],https://twitter.com/AbeAyeh/status/1512466906183499778,False,,0,,,,,,,,[],,,,
1512466627585261569,1512466627585261569,2022-04-09 00:25:18 Malay Peninsula Standard Time,2022-04-09,00:25:18,+0800,1038511441,hannanroslee,farah.ada.jual,,@dswjtj tamatkan lantikan Syed Azmi sebagai Penasihat Mahkamah Kanak-kanak WP Kuala Lumpur @RinaMohdHarun  #JusticeForBella - Sign the Petition!  https://t.co/YAenc1h5g2 via @Change,in,"[{'screen_name': 'rinamohdharun', 'name': 'rina mohd harun', 'id': '49709962'}, {'screen_name': 'change', 'name': 'change.org', 'id': '15947602'}]",['https://chng.it/YDksc65f'],[],0,0,0,['justiceforbella'],[],https://twitter.com/Hannanroslee/status/1512466627585261569,False,,0,,,,,,,,[],,,,
1512466303155830784,1512466303155830784,2022-04-09 00:24:01 Malay Peninsula Standard Time,2022-04-09,00:24:01,+0800,621023811,frugalfliza,Selamat Ram-don,,"masihkah kauingat. najib, rosmah dan bainun sepentas.  #justiceforbella  https://t.co/UDxg282g71",in,[],[],['https://pbs.twimg.com/media/FP1btVEaQAElQVm.jpg'],0,0,0,['justiceforbella'],[],https://twitter.com/FrugalFliza/status/1512466303155830784,False,,1,https://pbs.twimg.com/media/FP1btVEaQAElQVm.jpg,,,,,,,[],,,,
1512466261732892672,1512466261732892672,2022-04-09 00:23:51 Malay Peninsula Standard Time,2022-04-09,00:23:51,+0800,714447810,atiyyyy,i.z,,@dswjtj tamatkan lantikan Syed Azmi sebagai Penasihat Mahkamah Kanak-kanak WP Kuala Lumpur @RinaMohdHarun  #JusticeForBella - Sign the Petition!  https://t.co/ggmNGtZpAs via @Change,in,"[{'screen_name': 'rinamohdharun', 'name': 'rina mohd harun', 'id': '49709962'}, {'screen_name': 'change', 'name': 'change.org', 'id': '15947602'}]",['https://chng.it/Qwh7hHmS'],[],0,0,0,['justiceforbella'],[],https://twitter.com/atiyyyy/status/1512466261732892672,False,,0,,,,,,,,[],,,,
1512465467436265473,1512465467436265473,2022-04-09 00:20:42 Malay Peninsula Standard Time,2022-04-09,00:20:42,+0800,1354480184938750102,nknqdhnl,"Young,Dumb&Broke",,@dswjtj tamatkan lantikan Syed Azmi sebagai Penasihat Mahkamah Kanak-kanak WP Kuala Lumpur @RinaMohdHarun  #JusticeForBella - Sign the Petition!  https://t.co/3AZlpnYbL4 via @Change,in,"[{'screen_name': 'rinamohdharun', 'name': 'rina mohd harun', 'id': '49709962'}, {'screen_name': 'change', 'name': 'change.org', 'id': '15947602'}]",['https://chng.it/pTwVh2Kk'],[],0,0,0,['justiceforbella'],[],https://twitter.com/nknqdhnl/status/1512465467436265473,False,,0,,,,,,,,[],,,,
1512464401957527558,1512464401957527558,2022-04-09 00:16:28 Malay Peninsula Standard Time,2022-04-09,00:16:28,+0800,1260489290225799168,ggukl0v3,rin⁷,,Ya Allah bila si bainun tu nak masuk penjara ni benda dah viral dari tahun lepas lagi…  #JusticeForBella,in,[],[],[],0,0,0,['justiceforbella'],[],https://twitter.com/GGUKL0V3/status/1512464401957527558,False,,0,,,,,,,,[],,,,
1512464136617467906,1512464136617467906,2022-04-09 00:15:25 Malay Peninsula Standard Time,2022-04-09,00:15:25,+0800,4469149935,simplysajida,Sajida 📖,,#Justiceforbella,und,[],[],[],0,0,0,['justiceforbella'],[],https://twitter.com/simplysajida/status/1512464136617467906,False,,0,,,,,,,,[],,,,
1512464111984312322,1512464111984312322,2022-04-09 00:15:19 Malay Peninsula Standard Time,2022-04-09,00:15:19,+0800,1224697540483772418,nuyiiin,yin,,#Justiceforbella,und,[],[],[],0,0,0,['justiceforbella'],[],https://twitter.com/nuyiiin/status/1512464111984312322,False,https://twitter.com/newsbfm/status/1512443732406452228,0,,,,,,,,[],,,,
1512463887991713799,1512463887991713799,2022-04-09 00:14:25 Malay Peninsula Standard Time,2022-04-09,00:14:25,+0800,986563908,arynaooo,arynaooo,,#Justiceforbella    https://t.co/LlkD7DrI3A,und,[],['https://chng.it/XpfT8VRWkq'],[],0,0,0,['justiceforbella'],[],https://twitter.com/arynaooo/status/1512463887991713799,False,,0,,,,,,,,[],,,,
1512463612555640832,1512463612555640832,2022-04-09 00:13:20 Malay Peninsula Standard Time,2022-04-09,00:13:20,+0800,709357830969495553,iqadayana,ND,,@dswjtj tamatkan lantikan Syed Azmi sebagai Penasihat Mahkamah Kanak-kanak WP Kuala Lumpur @RinaMohdHarun  #JusticeForBella - Sign the Petition!  https://t.co/wlFAyLOgeO via @Change,in,"[{'screen_name': 'rinamohdharun', 'name': 'rina mohd harun', 'id': '49709962'}, {'screen_name': 'change', 'name': 'change.org', 'id': '15947602'}]",['https://chng.it/xD5rkVqg'],[],0,0,0,['justiceforbella'],[],https://twitter.com/IqaDayana/status/1512463612555640832,False,,0,,,,,,,,[],,,,
1512463280148983808,1512463280148983808,2022-04-09 00:12:00 Malay Peninsula Standard Time,2022-04-09,00:12:00,+0800,1404986018,muchawesomewow,.,,Berkecamuk hati baca IG post ni.. Rasa sedih &amp; marah at the same time😭🤬#Justiceforbella,in,[],[],[],1,0,0,['justiceforbella'],[],https://twitter.com/muchawesomewow/status/1512463280148983808,False,https://twitter.com/nara_shahab/status/1512214473549168643,0,,,,,,,,[],,,,
1512461222914195457,1512461222914195457,2022-04-09 00:03:50 Malay Peninsula Standard Time,2022-04-09,00:03:50,+0800,578055343,thenonamota12,𝐍𝐭.,,@dswjtj tamatkan lantikan Syed Azmi sebagai Penasihat Mahkamah Kanak-kanak WP Kuala Lumpur @RinaMohdHarun  #JusticeForBella - Sign the Petition!  https://t.co/qRkx2DELWF via @Change,in,"[{'screen_name': 'rinamohdharun', 'name': 'rina mohd harun', 'id': '49709962'}, {'screen_name': 'change', 'name': 'change.org', 'id': '15947602'}]",['https://chng.it/4jdwPGFb'],[],0,0,0,['justiceforbella'],[],https://twitter.com/thenonamota12/status/1512461222914195457,False,,0,,,,,,,,[],,,,
1512461183688749058,1512461183688749058,2022-04-09 00:03:41 Malay Peninsula Standard Time,2022-04-09,00:03:41,+0800,525083130,anaanne_,anna,,#JusticeForBella - Sign the Petition!  https://t.co/ELbHGrXCA8 via @Change,en,"[{'screen_name': 'change', 'name': 'change.org', 'id': '15947602'}]",['https://chng.it/xjzPv49W'],[],0,0,0,['justiceforbella'],[],https://twitter.com/anaanne_/status/1512461183688749058,False,,0,,,,,,,,[],,,,
1512468706127130627,1512468706127130627,2022-04-09 00:33:34 Malay Peninsula Standard Time,2022-04-09,00:33:34,+0800,1461433854,frsnzb,frs.nzb,,@dswjtj tamatkan lantikan Syed Azmi sebagai Penasihat Mahkamah Kanak-kanak WP Kuala Lumpur @RinaMohdHarun  #JusticeForBella - Sign the Petition!  https://t.co/xBWCjRFUDm via @Change,in,"[{'screen_name': 'rinamohdharun', 'name': 'rina mohd harun', 'id': '49709962'}, {'screen_name': 'change', 'name': 'change.org', 'id': '15947602'}]",['https://chng.it/YS7sHcFL'],[],0,0,0,['justiceforbella'],[],https://twitter.com/FrsNzb/status/1512468706127130627,False,,0,,,,,,,,[],,,,
1512468571766501380,1512468571766501380,2022-04-09 00:33:02 Malay Peninsula Standard Time,2022-04-09,00:33:02,+0800,1357164669849378816,chaoslifeofjane,janelifeissajoke🦋,,@dswjtj tamatkan lantikan Syed Azmi sebagai Penasihat Mahkamah Kanak-kanak WP Kuala Lumpur @RinaMohdHarun  #JusticeForBella - Sign the Petition!  https://t.co/yRobF0nzBd via @Change,in,"[{'screen_name': 'rinamohdharun', 'name': 'rina mohd harun', 'id': '49709962'}, {'screen_name': 'change', 'name': 'change.org', 'id': '15947602'}]",['https://chng.it/BRpx6FRj'],[],0,0,0,['justiceforbella'],[],https://twitter.com/chaoslifeofjane/status/1512468571766501380,False,,0,,,,,,,,[],,,,
1512468337678499841,1512468337678499841,2022-04-09 00:32:06 Malay Peninsula Standard Time,2022-04-09,00:32:06,+0800,1975062732,littlepiqa,🌼,,#JusticeForBella - Sign the Petition!  https://t.co/5U4ivmaMwg via @Change,en,"[{'screen_name': 'change', 'name': 'change.org', 'id': '15947602'}]",['https://chng.it/KKpwVjjR'],[],0,0,0,['justiceforbella'],[],https://twitter.com/littlepiqa/status/1512468337678499841,False,,0,,,,,,,,[],,,,
1512468271114559494,1512468271114559494,2022-04-09 00:31:50 Malay Peninsula Standard Time,2022-04-09,00:31:50,+0800,224486283,_ekamy,Eka My,,What the hell? Happy lagi tu. Jab lg mesti dia claim ada emotional damage utk tutup kes #Justiceforbella,in,[],[],[],0,0,0,['justiceforbella'],[],https://twitter.com/_EkaMy/status/1512468271114559494,False,https://twitter.com/nara_shahab/status/1512214473549168643,0,,,,,,,,[],,,,
1512468104743636998,1511361037303709696,2022-04-09 00:31:11 Malay Peninsula Standard Time,2022-04-09,00:31:11,+0800,1347646435,ddrwsy,.,,D7 - semoga siti bainun mukk ke tali gantung #Justiceforbella,in,[],[],[],0,0,0,['justiceforbella'],[],https://twitter.com/ddrwsy/status/1512468104743636998,False,,0,,,,,,,,[],,,,
1512467985746710533,1512467985746710533,2022-04-09 00:30:42 Malay Peninsula Standard Time,2022-04-09,00:30:42,+0800,2271260760,ud2in,𝔲𝔡𝔡𝔦𝔫 ✨,,@dswjtj tamatkan lantikan Syed Azmi sebagai Penasihat Mahkamah Kanak-kanak WP Kuala Lumpur @RinaMohdHarun  #JusticeForBella - Sign the Petition!  https://t.co/obk8i6Qeix via @Change,in,"[{'screen_name': 'rinamohdharun', 'name': 'rina mohd harun', 'id': '49709962'}, {'screen_name': 'change', 'name': 'change.org', 'id': '15947602'}]",['https://chng.it/KG8rpCbc'],[],0,0,0,['justiceforbella'],[],https://twitter.com/UD2IN/status/1512467985746710533,False,,0,,,,,,,,[],,,,
1512467253434130432,1511735489350574093,2022-04-09 00:27:48 Malay Peninsula Standard Time,2022-04-09,00:27:48,+0800,1511989099737284613,svgj11,hlwoelkd,,@0xHerrCooles @Ichigohu_nft #HelicopterCrash #Justiceforbella,und,[],[],[],0,0,0,"['helicoptercrash', 'justiceforbella']",[],https://twitter.com/Svgj11/status/1512467253434130432,False,,0,,,,,,,,"[{'screen_name': '0xHerrCooles', 'name': '0xHerrCooles | NFT Promoter \uea00', 'id': '1454814469532569601'}, {'screen_name': 'Ichigohu_nft', 'name': 'Ichigo NFT Team', 'id': '130925429'}]",,,,
1512467230298361861,1512467230298361861,2022-04-09 00:27:42 Malay Peninsula Standard Time,2022-04-09,00:27:42,+0800,621023811,frugalfliza,Selamat Ram-don,,googling pictures of dead body to make Bella cry. wtf Bainun. what is this babi behavior? #Justiceforbella  https://t.co/cyrC0tijAP,en,[],[],['https://pbs.twimg.com/media/FP1cpVOaQAA5Vcb.jpg'],0,0,0,['justiceforbella'],[],https://twitter.com/FrugalFliza/status/1512467230298361861,False,,1,https://pbs.twimg.com/media/FP1cpVOaQAA5Vcb.jpg,,,,,,,[],,,,
1512466906183499778,1512466906183499778,2022-04-09 00:26:25 Malay Peninsula Standard Time,2022-04-09,00:26:25,+0800,1353863184,abeayeh,𝘑𝘰𝘺𝘉𝘰𝘺,,@dswjtj tamatkan lantikan Syed Azmi sebagai Penasihat Mahkamah Kanak-kanak WP Kuala Lumpur @RinaMohdHarun  #JusticeForBella - Sign the Petition!  https://t.co/RKuJS0TZvg via @Change,in,"[{'screen_name': 'rinamohdharun', 'name': 'rina mohd harun', 'id': '49709962'}, {'screen_name': 'change', 'name': 'change.org', 'id': '15947602'}]",['https://chng.it/nJXw5zp9'],[],0,0,0,['justiceforbella'],[],https://twitter.com/AbeAyeh/status/1512466906183499778,False,,0,,,,,,,,[],,,,
1512466627585261569,1512466627585261569,2022-04-09 00:25:18 Malay Peninsula Standard Time,2022-04-09,00:25:18,+0800,1038511441,hannanroslee,farah.ada.jual,,@dswjtj tamatkan lantikan Syed Azmi sebagai Penasihat Mahkamah Kanak-kanak WP Kuala Lumpur @RinaMohdHarun  #JusticeForBella - Sign the Petition!  https://t.co/YAenc1h5g2 via @Change,in,"[{'screen_name': 'rinamohdharun', 'name': 'rina mohd harun', 'id': '49709962'}, {'screen_name': 'change', 'name': 'change.org', 'id': '15947602'}]",['https://chng.it/YDksc65f'],[],0,0,0,['justiceforbella'],[],https://twitter.com/Hannanroslee/status/1512466627585261569,False,,0,,,,,,,,[],,,,
1512466303155830784,1512466303155830784,2022-04-09 00:24:01 Malay Peninsula Standard Time,2022-04-09,00:24:01,+0800,621023811,frugalfliza,Selamat Ram-don,,"masihkah kauingat. najib, rosmah dan bainun sepentas.  #justiceforbella  https://t.co/UDxg282g71",in,[],[],['https://pbs.twimg.com/media/FP1btVEaQAElQVm.jpg'],0,0,0,['justiceforbella'],[],https://twitter.com/FrugalFliza/status/1512466303155830784,False,,1,https://pbs.twimg.com/media/FP1btVEaQAElQVm.jpg,,,,,,,[],,,,
